instrument_id,fitch_idr,fitch_rating_basis,fitch_industry,fitch_recovery,fitch_recovery_basis,source_reference
SYN-LN-00011,B+,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00012,B+,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00013,B+,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00014,B+,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00015,BB,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00016,BB-,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00017,BB-,development_proxy,,,,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review.
SYN-LN-00018,BB,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00019,B-,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00020,B+,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00021,BB-,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00022,BBB-,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00023,BB,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00024,B+,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00025,B-,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00026,B,development_proxy,,0.65,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; Luxembourg Group 2; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00027,BB-,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00028,BB-,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00029,B,development_proxy,,0.65,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; Luxembourg Group 2; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00030,B-,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00031,B+,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00032,B,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00033,B+,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00034,B+,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00035,B-,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00036,B,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00037,BB-,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00038,B-,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00039,B-,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00040,BB,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; Canada Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00041,B,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00042,BB,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00043,B,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00044,B+,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00045,B,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00046,B+,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00047,B,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00048,B,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00049,B-,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00050,BBB-,development_proxy,,,,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review.
SYN-LN-00051,BB,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00052,BB+,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
