instrument_id,obligor_id,obligor_name,par,sp_rating,sp_industry,country,seniority,rate_type,spread_bps,fixed_coupon_rate,floor_bps,maturity_date,recovery_aaa,price,payment_frequency,currency,benchmark
LARGE1-SYN-LN-00021,LARGE1-SYN-OB-0019,Large fixture 1 Highland Group 019,1182000,BB-,Industrial Conglomerates,United States,1st Lien,Floating,150,,0,2031-04-28,0.275,99.25,4,USD,SOFR
LARGE1-SYN-LN-00022,LARGE1-SYN-OB-0020,Large fixture 1 Ironwood LLC 020,1182000,BBB-,Capital Markets,United States,1st Lien,Floating,225,,0,2033-02-28,0.37,101.5,4,USD,SOFR
LARGE1-SYN-LN-00023,LARGE1-SYN-OB-0021,Large fixture 1 Juniper Holdings 021,1182000,BB,Healthcare Technology,United States,1st Lien,Floating,215,,0,2032-11-30,0.435,99.375,4,USD,SOFR
LARGE1-SYN-LN-00024,LARGE1-SYN-OB-0022,Large fixture 1 Keystone Inc. 022,1182000,B+,"Hotels, Restaurants & Leisure",United States,1st Lien,Floating,215,,0,2034-07-15,0.435,98.75,4,USD,SOFR
LARGE1-SYN-LN-00025,LARGE1-SYN-OB-0023,Large fixture 1 Lakeview Corp. 023,1182000,B-,Containers & Packaging,United States,1st Lien,Floating,290,,0,2030-12-28,0.27,100.375,4,USD,SOFR
LARGE1-SYN-LN-00026,LARGE1-SYN-OB-0024,Large fixture 1 Larkspur Group 024,1182000,B,Aerospace & Defense,Luxembourg,1st Lien,Floating,405,,0,2029-12-28,0.285,101.5,4,USD,SOFR
LARGE1-SYN-LN-00027,LARGE1-SYN-OB-0025,Large fixture 1 Maple LLC 025,1182000,BB-,Broadline retail,United States,1st Lien,Floating,235,,0,2033-05-28,0.475,100.25,4,USD,SOFR
LARGE1-SYN-LN-00028,LARGE1-SYN-OB-0026,Large fixture 1 Meridian Holdings 026,1182000,BB-,Household Products,United States,1st Lien,Floating,295,,0,2032-10-28,0.365,97,4,USD,SOFR
LARGE1-SYN-LN-00029,LARGE1-SYN-OB-0027,Large fixture 1 Northfield Inc. 027,630000,B,Aerospace & Defense,Luxembourg,1st Lien,Floating,365,,50,2035-09-30,0.43,99.5,4,USD,SOFR
LARGE1-SYN-LN-00030,LARGE1-SYN-OB-0028,Large fixture 1 Oakmont Corp. 028,1182000,B-,Financial services,United States,1st Lien,Floating,330,,0,2032-11-15,0.385,98.875,4,USD,SOFR
LARGE1-SYN-LN-00031,LARGE1-SYN-OB-0029,Large fixture 1 Orchard Group 029,1182000,B+,Semiconductors & Semiconductor Equipment,United States,1st Lien,Floating,375,,0,2032-03-28,0.295,100.5,4,USD,SOFR
LARGE1-SYN-LN-00032,LARGE1-SYN-OB-0030,Large fixture 1 Pinecrest LLC 030,1182000,B,Industrial Conglomerates,United States,1st Lien,Floating,435,,0,2033-01-28,0.325,100.625,4,USD,SOFR
LARGE1-SYN-LN-00033,LARGE1-SYN-OB-0031,Large fixture 1 Redwood Holdings 031,1182000,B+,Professional Services,United States,1st Lien,Floating,430,,0,2033-11-15,0.335,100.125,4,USD,SOFR
LARGE1-SYN-LN-00034,LARGE1-SYN-OB-0032,Large fixture 1 Riverton Inc. 032,1182000,B+,Semiconductors & Semiconductor Equipment,United States,1st Lien,Floating,325,,0,2031-05-15,0.355,100.125,4,USD,SOFR
LARGE1-SYN-LN-00035,LARGE1-SYN-OB-0033,Large fixture 1 Silver Corp. 033,1182000,B-,Healthcare Technology,United States,1st Lien,Floating,430,,0,2031-06-15,0.435,99.625,4,USD,SOFR
LARGE1-SYN-LN-00036,LARGE1-SYN-OB-0034,Large fixture 1 Stonebridge Group 034,1182000,B,Building Products,United States,1st Lien,Floating,275,,0,2031-11-30,0.36,99.5,4,USD,SOFR
LARGE1-SYN-LN-00037,LARGE1-SYN-OB-0035,Large fixture 1 Summit LLC 035,1182000,BB-,Gas Utilities,United States,1st Lien,Floating,220,,0,2031-07-28,0.2,97.25,4,USD,SOFR
LARGE1-SYN-LN-00038,LARGE1-SYN-OB-0036,Large fixture 1 Timber Holdings 036,1182000,B-,Machinery,United States,1st Lien,Floating,460,,0,2033-02-28,0.47,101.5,4,USD,SOFR
LARGE1-SYN-LN-00039,LARGE1-SYN-OB-0037,Large fixture 1 Westhaven Inc. 037,1182000,B-,Energy Equipment & Services,United States,1st Lien,Floating,150,,0,2029-07-28,0.34,98.75,4,USD,SOFR
LARGE1-SYN-LN-00040,LARGE1-SYN-OB-0038,Large fixture 1 Willow Corp. 038,630000,BB,Auto Components,Canada,1st Lien,Floating,295,,50,2032-12-15,0.62,100.75,4,USD,SOFR
LARGE1-SYN-LN-00041,LARGE1-SYN-OB-0039,Large fixture 1 Windward Group 039,1182000,B,Aerospace & Defense,United States,1st Lien,Floating,220,,0,2033-06-15,0.415,100.75,4,USD,SOFR
LARGE1-SYN-LN-00042,LARGE1-SYN-OB-0040,Large fixture 1 Woodland LLC 040,1182000,BB,Interactive media and services,United States,1st Lien,Floating,305,,0,2032-11-30,0.545,99.125,4,USD,SOFR
LARGE1-SYN-LN-00043,LARGE1-SYN-OB-0041,Large fixture 1 Alder Holdings 041,1182000,B,IT Services,United States,1st Lien,Floating,270,,0,2033-10-30,0.28,99.125,4,USD,SOFR
LARGE1-SYN-LN-00044,LARGE1-SYN-OB-0042,Large fixture 1 Amber Inc. 042,1182000,B+,Semiconductors & Semiconductor Equipment,United States,1st Lien,Floating,330,,0,2031-11-30,0.425,99.625,4,USD,SOFR
LARGE1-SYN-LN-00045,LARGE1-SYN-OB-0043,Large fixture 1 Arbor Corp. 043,1182000,B,Healthcare Providers & Services,United States,1st Lien,Floating,365,,0,2033-09-30,0.39,101.5,4,USD,SOFR
LARGE1-SYN-LN-00046,LARGE1-SYN-OB-0044,Large fixture 1 Atlas Group 044,1182000,B+,Electric Utilities,United States,1st Lien,Floating,300,,0,2033-11-28,0.43,101.125,4,USD,SOFR
LARGE1-SYN-LN-00047,LARGE1-SYN-OB-0045,Large fixture 1 Beacon LLC 045,1182000,B,Aerospace & Defense,United States,1st Lien,Floating,360,,0,2033-12-15,0.305,98.75,4,USD,SOFR
LARGE1-SYN-LN-00048,LARGE1-SYN-OB-0046,Large fixture 1 Bluewater Holdings 046,1182000,B,Aerospace & Defense,United States,1st Lien,Floating,365,,0,2030-12-15,0.445,101.5,4,USD,SOFR
LARGE1-SYN-LN-00049,LARGE1-SYN-OB-0047,Large fixture 1 Bracken Inc. 047,1182000,B-,Diversified Telecommunication Services,United States,1st Lien,Floating,430,,0,2029-11-15,0.375,95.5,4,USD,SOFR
LARGE1-SYN-LN-00050,LARGE1-SYN-OB-0048,Large fixture 1 Cedar Corp. 048,630000,BBB-,Financial services,Netherlands,Sr Secured,Floating,210,,50,2030-05-15,0.33,97.625,4,USD,SOFR
LARGE1-SYN-LN-00051,LARGE1-SYN-OB-0049,Large fixture 1 Cobalt Group 049,1182000,BB,Banks,United States,1st Lien,Floating,260,,0,2030-02-15,0.515,99.125,4,USD,SOFR
LARGE1-SYN-LN-00052,LARGE1-SYN-OB-0050,Large fixture 1 Copper LLC 050,630000,BB+,Construction & Engineering,United States,1st Lien,Floating,195,,50,2030-11-28,0.475,99.125,4,USD,SOFR
LARGE1-SYN-LN-00053,LARGE1-SYN-OB-0051,Large fixture 1 Crest Holdings 051,1182000,BB-,Food Products,United Kingdom,1st Lien,Floating,355,,0,2032-07-28,0.4,99.375,4,USD,SOFR
LARGE1-SYN-LN-00054,LARGE1-SYN-OB-0052,Large fixture 1 Duneland Inc. 052,1182000,B-,Software,United States,1st Lien,Floating,380,,0,2032-11-28,0.37,95.875,4,USD,SOFR
LARGE1-SYN-LN-00055,LARGE1-SYN-OB-0053,Large fixture 1 Elmstone Corp. 053,1182000,B+,Industrial Conglomerates,United States,1st Lien,Floating,195,,0,2030-08-15,0.49,101.25,4,USD,SOFR
LARGE1-SYN-LN-00056,LARGE1-SYN-OB-0054,Large fixture 1 Evergreen Group 054,1182000,B-,Diversified Telecommunication Services,United States,1st Lien,Floating,335,,0,2033-04-30,0.2,101.5,4,USD,SOFR
LARGE1-SYN-LN-00057,LARGE1-SYN-OB-0055,Large fixture 1 Fairhaven LLC 055,630000,B-,Healthcare Providers & Services,Austria,1st Lien,Floating,425,,50,2032-09-28,0.405,96.25,4,USD,SOFR
LARGE1-SYN-LN-00058,LARGE1-SYN-OB-0056,Large fixture 1 Granite Holdings 056,630000,BBB+,Leisure Products,United Kingdom,1st Lien,Floating,265,,50,2030-07-15,0.495,95.375,4,USD,SOFR
LARGE1-SYN-LN-00059,LARGE1-SYN-OB-0057,Large fixture 1 Harbor Inc. 057,1182000,BB+,Leisure Products,United States,1st Lien,Floating,190,,0,2033-01-30,0.46,100.5,4,USD,SOFR
LARGE1-SYN-LN-00060,LARGE1-SYN-OB-0058,Large fixture 1 Hawthorne Corp. 058,1182000,BB-,Household Products,United States,1st Lien,Floating,265,,0,2033-12-28,0.35,96,4,USD,SOFR
LARGE1-SYN-LN-00061,LARGE1-SYN-OB-0059,Large fixture 1 Highland Group 059,1182000,B-,Transportation Infrastructure,United States,1st Lien,Floating,410,,0,2031-12-15,0.45,96.5,4,USD,SOFR
LARGE1-SYN-LN-00062,LARGE1-SYN-OB-0060,Large fixture 1 Ironwood LLC 060,1182000,B,Diversified Consumer Services,United States,1st Lien,Floating,275,,0,2034-05-30,0.43,101.25,4,USD,SOFR
LARGE1-SYN-LN-00063,LARGE1-SYN-OB-0061,Large fixture 1 Juniper Holdings 061,630000,B+,Electric Utilities,Ireland,1st Lien,Floating,300,,0,2032-09-30,0.415,100,4,USD,SOFR
LARGE1-SYN-LN-00064,LARGE1-SYN-OB-0062,Large fixture 1 Keystone Inc. 062,1182000,B+,Electric Utilities,United States,1st Lien,Floating,285,,0,2033-04-30,0.375,97.625,4,USD,SOFR
LARGE1-SYN-LN-00065,LARGE1-SYN-OB-0063,Large fixture 1 Lakeview Corp. 063,1182000,B-,Software,United States,1st Lien,Floating,515,,0,2031-02-28,0.3,101.5,4,USD,SOFR
LARGE1-SYN-LN-00066,LARGE1-SYN-OB-0064,Large fixture 1 Larkspur Group 064,1182000,B-,Financial services,United Kingdom,1st Lien,Floating,455,,0,2031-01-28,0.33,100.75,4,USD,SOFR
LARGE1-SYN-LN-00067,LARGE1-SYN-OB-0065,Large fixture 1 Maple LLC 065,1182000,BB-,"Hotels, Restaurants & Leisure",United States,1st Lien,Floating,225,,0,2030-09-30,0.2,101.5,4,USD,SOFR
LARGE1-SYN-LN-00068,LARGE1-SYN-OB-0066,Large fixture 1 Meridian Holdings 066,1182000,B-,Financial services,United States,1st Lien,Floating,365,,0,2030-10-30,0.395,98,4,USD,SOFR
LARGE1-SYN-LN-00069,LARGE1-SYN-OB-0067,Large fixture 1 Northfield Inc. 067,1182000,BB,Diversified Telecommunication Services,United States,1st Lien,Floating,215,,0,2030-06-28,0.55,100.875,4,USD,SOFR
LARGE1-SYN-LN-00070,LARGE1-SYN-OB-0068,Large fixture 1 Oakmont Corp. 068,1182000,B,Chemicals,United States,1st Lien,Floating,190,,0,2031-09-28,0.31,100,4,USD,SOFR
LARGE1-SYN-LN-00071,LARGE1-SYN-OB-0069,Large fixture 1 Orchard Group 069,1182000,B,Diversified Consumer Services,United States,1st Lien,Floating,335,,0,2034-01-15,0.39,100.5,4,USD,SOFR
LARGE1-SYN-LN-00072,LARGE1-SYN-OB-0070,Large fixture 1 Pinecrest LLC 070,630000,B,Electrical Equipment,United States,1st Lien,Floating,115,,0,2031-06-15,0.225,101.5,4,USD,SOFR
LARGE1-SYN-LN-00073,LARGE1-SYN-OB-0071,Large fixture 1 Redwood Holdings 071,1182000,B-,Specialty Retail,United States,1st Lien,Floating,200,,0,2034-05-15,0.445,101.5,4,USD,SOFR
LARGE1-SYN-LN-00074,LARGE1-SYN-OB-0072,Large fixture 1 Riverton Inc. 072,630000,A-,Building Products,Germany,1st Lien,Floating,335,,0,2032-11-15,0.305,98.375,4,USD,SOFR
LARGE1-SYN-LN-00075,LARGE1-SYN-OB-0073,Large fixture 1 Silver Corp. 073,1182000,B-,Healthcare Technology,United States,1st Lien,Floating,405,,0,2032-09-28,0.31,97.125,4,USD,SOFR
LARGE1-SYN-LN-00076,LARGE1-SYN-OB-0074,Large fixture 1 Stonebridge Group 074,1182000,B,Diversified Consumer Services,United States,1st Lien,Floating,240,,0,2032-01-30,0.39,98,4,USD,SOFR
LARGE1-SYN-LN-00077,LARGE1-SYN-OB-0075,Large fixture 1 Summit LLC 075,1182000,B+,Insurance,United States,1st Lien,Floating,250,,0,2032-08-15,0.365,99.125,4,USD,SOFR
LARGE1-SYN-LN-00078,LARGE1-SYN-OB-0076,Large fixture 1 Timber Holdings 076,770000,BB-,"Oil, Gas & Consumable Fuels",United States,1st Lien,Floating,200,,0,2032-05-28,0.345,101,4,USD,SOFR
LARGE1-SYN-LN-00079,LARGE1-SYN-OB-0076,Large fixture 1 Timber Holdings 076,412000,BB-,"Oil, Gas & Consumable Fuels",United States,1st Lien,Floating,210,,50,2032-07-30,0.345,101.125,4,USD,SOFR
LARGE1-SYN-LN-00080,LARGE1-SYN-OB-0077,Large fixture 1 Westhaven Inc. 077,1182000,B,IT Services,United States,1st Lien,Floating,135,,0,2033-10-28,0.325,98.25,4,USD,SOFR
LARGE1-SYN-LN-00081,LARGE1-SYN-OB-0078,Large fixture 1 Willow Corp. 078,1182000,B,IT Services,United States,1st Lien,Floating,325,,0,2032-09-30,0.485,101.5,4,USD,SOFR
LARGE1-SYN-LN-00082,LARGE1-SYN-OB-0079,Large fixture 1 Windward Group 079,1182000,B,Construction & Engineering,United States,1st Lien,Floating,380,,0,2032-11-28,0.405,96.875,4,USD,SOFR
LARGE1-SYN-LN-00083,LARGE1-SYN-OB-0080,Large fixture 1 Woodland LLC 080,1182000,B-,Diversified Telecommunication Services,United States,1st Lien,Floating,315,,0,2031-04-28,0.255,95.75,4,USD,SOFR
LARGE1-SYN-LN-00084,LARGE1-SYN-OB-0081,Large fixture 1 Alder Holdings 081,1182000,BB,Commercial Services & Supplies,United States,1st Lien,Floating,230,,0,2031-10-28,0.37,98.75,4,USD,SOFR
LARGE1-SYN-LN-00085,LARGE1-SYN-OB-0082,Large fixture 1 Amber Inc. 082,630000,BBB-,Media,Netherlands,1st Lien,Floating,245,,50,2033-09-28,0.5,97.125,4,USD,SOFR
LARGE1-SYN-LN-00086,LARGE1-SYN-OB-0083,Large fixture 1 Arbor Corp. 083,1182000,BB+,Specialty Retail,United States,1st Lien,Floating,240,,0,2031-10-15,0.415,101.5,4,USD,SOFR
LARGE1-SYN-LN-00087,LARGE1-SYN-OB-0084,Large fixture 1 Atlas Group 084,630000,BB+,Leisure Products,United Kingdom,1st Lien,Floating,190,,0,2032-12-28,0.305,99.875,4,USD,SOFR
LARGE1-SYN-LN-00088,LARGE1-SYN-OB-0085,Large fixture 1 Beacon LLC 085,1182000,B,Building Products,United States,1st Lien,Floating,200,,0,2031-06-30,0.47,98.625,4,USD,SOFR
LARGE1-SYN-LN-00089,LARGE1-SYN-OB-0086,Large fixture 1 Bluewater Holdings 086,1182000,BB,Diversified Telecommunication Services,United States,1st Lien,Floating,115,,0,2032-06-28,0.5,101.5,4,USD,SOFR
LARGE1-SYN-LN-00090,LARGE1-SYN-OB-0087,Large fixture 1 Bracken Inc. 087,1182000,B+,Media,United States,1st Lien,Floating,270,,0,2030-09-15,0.595,99.625,4,USD,SOFR
LARGE1-SYN-LN-00091,LARGE1-SYN-OB-0088,Large fixture 1 Cedar Corp. 088,630000,BBB-,Electrical Equipment,United States,Senior,Floating,225,,50,2032-09-30,0.495,99.625,4,USD,SOFR
LARGE1-SYN-LN-00092,LARGE1-SYN-OB-0089,Large fixture 1 Cobalt Group 089,1182000,BB,Commercial Services & Supplies,United States,1st Lien,Floating,205,,0,2032-05-30,0.31,98.375,4,USD,SOFR
LARGE1-SYN-LN-00093,LARGE1-SYN-OB-0090,Large fixture 1 Copper LLC 090,1182000,B,Auto Components,United States,1st Lien,Floating,320,,0,2032-08-15,0.2,101.5,4,USD,SOFR
LARGE1-SYN-LN-00094,LARGE1-SYN-OB-0091,Large fixture 1 Crest Holdings 091,1182000,B,Media,United States,1st Lien,Floating,340,,0,2034-02-28,0.425,100,4,USD,SOFR
LARGE1-SYN-LN-00095,LARGE1-SYN-OB-0092,Large fixture 1 Duneland Inc. 092,630000,B+,Gas Utilities,Germany,1st Lien,Floating,115,,0,2029-01-15,0.68,101.5,4,USD,SOFR
LARGE1-SYN-LN-00096,LARGE1-SYN-OB-0093,Large fixture 1 Elmstone Corp. 093,1182000,B-,"Textiles, Apparel & Luxury Goods",United States,1st Lien,Floating,395,,0,2032-02-28,0.44,99.75,4,USD,SOFR
LARGE1-SYN-LN-00097,LARGE1-SYN-OB-0094,Large fixture 1 Evergreen Group 094,770000,BB-,"Hotels, Restaurants & Leisure",United States,1st Lien,Floating,370,,0,2031-11-28,0.52,98,4,USD,SOFR
LARGE1-SYN-LN-00098,LARGE1-SYN-OB-0094,Large fixture 1 Evergreen Group 094,412000,BB-,"Hotels, Restaurants & Leisure",United States,1st Lien,Floating,380,,0,2032-01-30,0.52,98.125,4,USD,SOFR
LARGE1-SYN-LN-00099,LARGE1-SYN-OB-0095,Large fixture 1 Fairhaven LLC 095,1182000,BB+,Pharmaceuticals,Luxembourg,1st Lien,Floating,215,,0,2033-01-28,0.34,99.875,4,USD,SOFR
LARGE1-SYN-LN-00100,LARGE1-SYN-OB-0096,Large fixture 1 Granite Holdings 096,1182000,B,"Electronic Equipment, Instruments & Components",United Kingdom,1st Lien,Floating,265,,0,2031-11-28,0.41,100.25,4,USD,SOFR
LARGE1-SYN-LN-00101,LARGE1-SYN-OB-0097,Large fixture 1 Harbor Inc. 097,1182000,B,Healthcare Equipment & Supplies,United States,1st Lien,Floating,220,,0,2033-02-15,0.305,96.625,4,USD,SOFR
LARGE1-SYN-LN-00102,LARGE1-SYN-OB-0098,Large fixture 1 Hawthorne Corp. 098,1182000,BB,Diversified Telecommunication Services,United States,1st Lien,Floating,285,,0,2031-08-30,0.595,98.125,4,USD,SOFR
LARGE1-SYN-LN-00103,LARGE1-SYN-OB-0099,Large fixture 1 Highland Group 099,1182000,B,Financial services,United States,1st Lien,Floating,175,,0,2030-03-30,0.475,98.875,4,USD,SOFR
LARGE1-SYN-LN-00104,LARGE1-SYN-OB-0100,Large fixture 1 Ironwood LLC 100,1182000,B-,Machinery,United States,1st Lien,Floating,380,,0,2034-02-28,0.365,99.375,4,USD,SOFR
LARGE1-SYN-LN-00105,LARGE1-SYN-OB-0101,Large fixture 1 Juniper Holdings 101,1182000,B-,Consumer Finance,United States,1st Lien,Floating,210,,0,2031-12-15,0.535,96.875,4,USD,SOFR
LARGE1-SYN-LN-00106,LARGE1-SYN-OB-0102,Large fixture 1 Keystone Inc. 102,1182000,B+,Independent Power and Renewable Electricity Producers,United States,1st Lien,Floating,175,,0,2030-11-28,0.43,100.5,4,USD,SOFR
LARGE1-SYN-LN-00107,LARGE1-SYN-OB-0103,Large fixture 1 Lakeview Corp. 103,1182000,BB-,Real Estate Management & Development,United States,1st Lien,Floating,220,,0,2033-12-30,0.48,94.875,4,USD,SOFR
LARGE1-SYN-LN-00108,LARGE1-SYN-OB-0104,Large fixture 1 Larkspur Group 104,630000,B-,Software,United States,1st Lien,Fixed,,0.046875,,2029-10-28,0.465,99,2,USD,
LARGE1-SYN-LN-00109,LARGE1-SYN-OB-0105,Large fixture 1 Maple LLC 105,1182000,B,Construction & Engineering,United States,1st Lien,Floating,350,,0,2034-05-28,0.335,99.625,4,USD,SOFR
LARGE1-SYN-LN-00110,LARGE1-SYN-OB-0106,Large fixture 1 Meridian Holdings 106,1182000,B+,Electric Utilities,United States,1st Lien,Floating,340,,0,2030-03-28,0.375,99,4,USD,SOFR
LARGE1-SYN-LN-00111,LARGE1-SYN-OB-0107,Large fixture 1 Northfield Inc. 107,630000,A-,Diversified Consumer Services,Netherlands,1st Lien,Floating,325,,0,2032-01-30,0.565,101.5,4,USD,SOFR
LARGE1-SYN-LN-00112,LARGE1-SYN-OB-0108,Large fixture 1 Oakmont Corp. 108,630000,B,Wireless Telecommunication Services,Luxembourg,1st Lien,Floating,315,,50,2031-10-28,0.37,98.875,4,USD,SOFR
LARGE1-SYN-LN-00113,LARGE1-SYN-OB-0109,Large fixture 1 Orchard Group 109,1220000,B,Healthcare Providers & Services,United States,1st Lien,Floating,255,,0,2032-08-28,0.455,97.75,4,USD,SOFR
LARGE1-SYN-LN-00114,LARGE1-SYN-OB-0110,Large fixture 1 Pinecrest LLC 110,1182000,B,Chemicals,Netherlands,1st Lien,Floating,340,,0,2033-10-15,0.425,100.5,4,USD,SOFR
LARGE1-SYN-LN-00115,LARGE1-SYN-OB-0111,Large fixture 1 Redwood Holdings 111,1182000,B+,Media,United States,1st Lien,Floating,265,,0,2031-06-28,0.2,100.625,4,USD,SOFR
LARGE1-SYN-LN-00116,LARGE1-SYN-OB-0112,Large fixture 1 Riverton Inc. 112,1182000,B,IT Services,United States,1st Lien,Floating,290,,0,2032-11-15,0.235,99.75,4,USD,SOFR
LARGE1-SYN-LN-00117,LARGE1-SYN-OB-0113,Large fixture 1 Silver Corp. 113,1182000,B-,Healthcare Technology,United States,1st Lien,Floating,365,,0,2031-09-28,0.24,100,4,USD,SOFR
LARGE1-SYN-LN-00118,LARGE1-SYN-OB-0114,Large fixture 1 Stonebridge Group 114,1224000,B,Healthcare Providers & Services,United States,1st Lien,Floating,300,,0,2030-09-30,0.335,98.875,4,USD,SOFR
LARGE1-SYN-LN-00119,LARGE1-SYN-OB-0115,Large fixture 1 Summit LLC 115,610000,B+,Life Sciences Tools & Services,United States,1st Lien,Floating,255,,50,2031-12-15,0.505,101.5,4,USD,SOFR
LARGE1-SYN-LN-00120,LARGE1-SYN-OB-0115,Large fixture 1 Summit LLC 115,572000,B+,Life Sciences Tools & Services,United States,1st Lien,Floating,265,,50,2032-02-28,0.505,101.625,4,USD,SOFR
LARGE1-SYN-LN-00121,LARGE1-SYN-OB-0116,Large fixture 1 Timber Holdings 116,1182000,B,Chemicals,United States,1st Lien,Floating,290,,0,2033-12-28,0.275,98.5,4,USD,SOFR
LARGE1-SYN-LN-00122,LARGE1-SYN-OB-0117,Large fixture 1 Westhaven Inc. 117,630000,B+,"Hotels, Restaurants & Leisure",United Kingdom,Sr Unsec,Floating,235,,0,2032-02-15,0.2,101.5,4,USD,SOFR
LARGE1-SYN-LN-00123,LARGE1-SYN-OB-0118,Large fixture 1 Willow Corp. 118,1182000,B-,Consumer Finance,United States,1st Lien,Floating,380,,0,2032-11-30,0.495,100,4,USD,SOFR
LARGE1-SYN-LN-00124,LARGE1-SYN-OB-0119,Large fixture 1 Windward Group 119,1182000,B-,Financial services,United States,1st Lien,Floating,250,,0,2032-06-30,0.35,98.625,4,USD,SOFR
LARGE1-SYN-LN-00125,LARGE1-SYN-OB-0120,Large fixture 1 Woodland LLC 120,1182000,BB-,Gas Utilities,United States,1st Lien,Floating,235,,0,2031-03-15,0.45,98.5,4,USD,SOFR
